Month,Pay Code,Criterion,Rating,Evidence Reference,Improvement Action,Due Date,HOD Name
June 2026,18,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,18,Teamwork,Developing,Mock evidence from recorded HOD score: 6/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,18,Initiative,Below Expected,Mock evidence from recorded HOD score: 4/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,62,Work Quality,Below Expected,Mock evidence from recorded HOD score: 5/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,62,Productivity,Below Expected,Mock evidence from recorded HOD score: 5/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,62,Teamwork,Below Expected,Mock evidence from recorded HOD score: 3/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,62,Initiative,Below Expected,Mock evidence from recorded HOD score: 2/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,4,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,4,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,4,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,4,Initiative,Developing,Mock evidence from recorded HOD score: 6/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,64,Work Quality,Below Expected,Mock evidence from recorded HOD score: 4/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,64,Productivity,Below Expected,Mock evidence from recorded HOD score: 3/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,64,Teamwork,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,64,Initiative,Below Expected,Mock evidence from recorded HOD score: 3/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,95,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,95,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,95,Teamwork,Below Expected,Mock evidence from recorded HOD score: 4/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,95,Initiative,Below Expected,Mock evidence from recorded HOD score: 2/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,87,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,87,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,87,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,87,Initiative,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,88,Work Quality,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,88,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,88,Teamwork,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,88,Initiative,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,92,Work Quality,Exceeds,Mock evidence from recorded HOD score: 14/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,92,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,92,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,92,Initiative,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,151,Work Quality,Developing,Mock evidence from recorded HOD score: 8/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,151,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,151,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,151,Initiative,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,35,Work Quality,Developing,Mock evidence from recorded HOD score: 7/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,35,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,35,Teamwork,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,35,Initiative,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,337,Work Quality,Below Expected,Mock evidence from recorded HOD score: 5/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,337,Productivity,Meets,Mock evidence from recorded HOD score: 11/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,337,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,337,Initiative,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,340,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,340,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,340,Teamwork,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,340,Initiative,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,341,Work Quality,Below Expected,Mock evidence from recorded HOD score: 4/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
June 2026,341,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,341,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,HOD_Scores_Worker_June_2026
June 2026,341,Initiative,Developing,Mock evidence from recorded HOD score: 6/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Worker_June_2026
